client_id;card_level;creator_employee_id;creation_utc;creation_place_id
30001;3;2034;2013-12-08 14:11:00;1
30007;2;4059;2013-12-08 16:40:00;1
30017;2;4058;2013-12-08 18:37:00;1
30018;2;4058;2013-12-08 18:38:00;1
30024;2;3061;2013-12-08 22:19:00;1
30025;2;3035;2013-12-08 22:20:00;3
30032;2;3061;2013-12-09 03:09:00;1
30041;2;1016;2013-12-10 00:44:00;2
30048;2;1019;2013-12-10 10:58:00;1
30053;2;4059;2013-12-10 11:23:00;3
30054;2;2035;2013-12-10 17:13:00;1
30055;2;2035;2013-12-10 17:17:00;1
30062;2;3050;2013-12-11 02:11:00;3
30065;2;3050;2013-12-11 02:23:00;3
30069;2;1019;2013-12-11 11:50:00;3
30070;2;3043;2013-12-11 12:25:00;2
31037;2;3038;2013-12-12 02:24:00;2
31038;2;3038;2013-12-12 02:41:00;2
31041;2;1025;2013-12-12 14:30:00;3
31042;2;1025;2013-12-12 14:35:00;3
31043;2;4059;2013-12-13 00:52:00;3
31044;2;4059;2013-12-13 03:06:00;3
31046;2;2036;2013-12-13 06:39:00;2
31053;2;3035;2013-12-13 17:02:00;3
31054;3;3043;2013-12-13 17:23:00;2
31059;2;3063;2013-12-13 18:15:00;2
31060;2;3063;2013-12-13 18:18:00;2
31066;2;1016;2013-12-13 21:46:00;2
31068;2;4059;2013-12-14 05:01:00;1
31074;2;3066;2013-12-14 12:37:00;1
31080;2;1016;2013-12-14 14:27:00;2
31088;2;3066;2013-12-14 17:02:00;1
31093;2;3066;2013-12-14 18:55:00;1
31100;2;3050;2013-12-14 22:09:00;3
29740;3;3063;2013-12-03 00:15:00;1
31104;2;3050;2013-12-14 22:26:00;3
31105;2;2035;2013-12-14 22:26:00;1
31106;2;2035;2013-12-14 23:59:00;1
31107;2;2035;2013-12-15 00:01:00;1
31126;2;1024;2013-12-15 11:44:00;3
31127;2;1024;2013-12-15 11:47:00;3
31128;2;3038;2013-12-15 11:54:00;1
31136;2;1025;2013-12-16 01:23:00;3
31141;2;4059;2013-12-16 15:11:00;1
31142;2;4059;2013-12-16 15:12:00;1
31143;2;4059;2013-12-16 15:14:00;1
31144;2;4059;2013-12-16 15:19:00;1
31149;2;4059;2013-12-16 16:17:00;1
31150;2;4059;2013-12-16 16:18:00;1
31151;2;4059;2013-12-16 16:20:00;1
31152;2;4059;2013-12-16 16:22:00;1
31153;2;4059;2013-12-16 16:23:00;1
31158;2;4059;2013-12-16 16:33:00;1
31159;2;4059;2013-12-16 16:34:00;1
31160;2;4059;2013-12-16 16:45:00;1
31161;2;4059;2013-12-16 16:46:00;1
31166;2;4059;2013-12-16 16:56:00;1
31167;2;4059;2013-12-16 16:57:00;1
31168;2;4059;2013-12-16 17:04:00;1
31169;2;4059;2013-12-16 17:05:00;1
31177;2;2035;2013-12-16 19:44:00;1
31179;2;2035;2013-12-16 19:48:00;1
31184;2;2035;2013-12-16 20:03:00;1
31185;2;2035;2013-12-16 20:05:00;1
31186;2;2035;2013-12-16 20:07:00;1
31187;2;2035;2013-12-16 20:11:00;1
31192;2;2035;2013-12-16 20:32:00;1
31193;2;2035;2013-12-16 20:34:00;1
31195;2;2035;2013-12-16 20:38:00;1
31196;2;2035;2013-12-16 20:40:00;1
31210;2;3043;2013-12-17 11:37:00;2
31212;2;3035;2013-12-17 13:14:00;3
31220;2;4059;2013-12-17 21:07:00;3
31229;2;1016;2013-12-18 20:30:00;2
31230;2;1016;2013-12-18 20:31:00;2
31231;2;3054;2013-12-18 21:01:00;3
31235;2;3043;2013-12-19 07:53:00;2
31236;2;3038;2013-12-19 08:44:00;3
31237;2;1019;2013-12-19 11:15:00;1
31245;2;3035;2013-12-19 13:26:00;3
31254;2;3035;2013-12-20 13:29:00;3
31255;2;1018;2013-12-20 14:25:00;2
31257;2;3035;2013-12-20 16:29:00;3
31263;2;3063;2013-12-20 21:05:00;1
31264;2;3063;2013-12-20 21:08:00;1
31265;2;3063;2013-12-20 21:39:00;2
31270;2;3063;2013-12-20 22:27:00;1
31271;2;3063;2013-12-20 22:48:00;1
31272;2;3063;2013-12-21 01:43:00;1
31273;2;3063;2013-12-21 01:46:00;1
31278;2;2034;2013-12-21 09:12:00;1
31279;2;1016;2013-12-21 13:06:00;3
31284;2;3066;2013-12-21 16:50:00;1
31291;2;3066;2013-12-21 17:39:00;1
31304;1;4058;2013-12-21 19:14:00;1
31309;1;4058;2013-12-21 19:30:00;1
31310;1;4058;2013-12-21 19:33:00;1
31311;1;4058;2013-12-21 19:34:00;1
31317;1;4058;2013-12-21 20:01:00;1
31318;1;4058;2013-12-21 20:02:00;1
31319;1;4058;2013-12-21 20:04:00;1
31320;1;4058;2013-12-21 20:05:00;1
31336;2;1018;2013-12-21 21:44:00;2
31342;1;4058;2013-12-21 23:00:00;1
31343;1;4058;2013-12-21 23:01:00;1
31344;1;4058;2013-12-21 23:03:00;1
29736;3;3063;2013-12-03 00:02:00;1
29745;2;3063;2013-12-03 00:27:00;1
29746;2;3063;2013-12-03 00:30:00;1
29755;2;4062;2013-12-03 02:11:00;2
29762;2;2034;2013-12-03 11:09:00;1
29764;2;4062;2013-12-03 14:11:00;2
29780;2;3066;2013-12-04 17:21:00;5
29782;2;3066;2013-12-04 17:23:00;1
29781;2;3061;2013-12-04 17:22:00;1
29783;2;3066;2013-12-04 17:26:00;1
29790;2;3066;2013-12-04 17:53:00;1
29791;2;3066;2013-12-04 17:57:00;1
29796;2;3066;2013-12-04 18:21:00;1
29816;2;3063;2013-12-04 21:14:00;1
29821;2;1024;2013-12-05 10:20:00;3
29824;2;1024;2013-12-05 11:41:00;3
29830;2;1016;2013-12-05 14:17:00;2
29831;2;1016;2013-12-05 14:20:00;2
29849;2;3061;2013-12-05 23:05:00;1
29850;2;3061;2013-12-05 23:11:00;1
29889;2;3063;2013-12-06 20:59:00;1
29892;2;3050;2013-12-06 22:49:00;1
29893;1;4061;2013-12-06 23:01:00;2
29898;1;4061;2013-12-06 23:08:00;2
29899;1;4061;2013-12-06 23:09:00;2
29900;1;4061;2013-12-06 23:11:00;2
29901;1;4061;2013-12-06 23:15:00;2
29906;1;4061;2013-12-06 23:20:00;2
29907;1;4061;2013-12-06 23:22:00;2
29909;1;4061;2013-12-06 23:23:00;2
29910;1;4061;2013-12-06 23:23:00;2
29914;1;4061;2013-12-06 23:27:00;2
29915;1;4061;2013-12-06 23:28:00;2
29916;1;4061;2013-12-06 23:29:00;2
29917;1;4061;2013-12-06 23:30:00;2
29918;1;4061;2013-12-06 23:31:00;2
29923;1;4061;2013-12-06 23:38:00;2
29926;2;3050;2013-12-07 02:17:00;3
29932;2;3053;2013-12-07 10:28:00;1
29933;2;3053;2013-12-07 10:30:00;1
29934;2;3043;2013-12-07 11:48:00;2
29938;4;1025;2013-12-07 14:43:00;2
29953;2;1025;2013-12-07 21:38:00;2
29962;2;2035;2013-12-07 22:15:00;1
29965;2;3050;2013-12-07 22:22:00;3
29970;2;4061;2013-12-07 22:45:00;2
29971;2;2035;2013-12-07 22:54:00;1
29972;2;2035;2013-12-07 22:57:00;1
29977;2;2035;2013-12-07 23:15:00;1
29978;2;2035;2013-12-07 23:41:00;1
29979;2;2035;2013-12-07 23:49:00;1
29981;2;4061;2013-12-08 00:02:00;2
29976;2;2035;2013-12-07 23:12:00;1
30004;2;4059;2013-12-08 16:20:00;1
30005;2;4059;2013-12-08 16:22:00;1
30013;2;4058;2013-12-08 17:40:00;1
30020;2;4061;2013-12-08 19:19:00;2
30026;2;3061;2013-12-08 22:22:00;1
30027;2;3061;2013-12-08 22:28:00;1
30028;2;3061;2013-12-08 22:30:00;1
30037;2;3043;2013-12-09 09:24:00;2
30042;2;1016;2013-12-10 00:46:00;2
29990;2;1016;2013-12-08 02:36:00;2
30051;2;1019;2013-12-10 11:13:00;3
30052;2;1019;2013-12-10 11:16:00;1
30068;2;1019;2013-12-11 08:23:00;1
30074;2;3038;2013-12-11 20:40:00;2
31050;2;4061;2013-12-13 14:44:00;2
31057;2;3063;2013-12-13 18:09:00;2
31063;2;3063;2013-12-13 18:47:00;2
31065;2;1016;2013-12-13 21:09:00;2
31075;1;3066;2013-12-14 14:20:00;1
31076;2;1016;2013-12-14 14:23:00;2
31078;2;1016;2013-12-14 14:25:00;2
31083;2;3066;2013-12-14 15:36:00;1
29833;3;1016;2013-12-05 15:04:00;2
31092;2;3066;2013-12-14 18:50:00;2
31098;2;2034;2013-12-14 20:53:00;1
29741;3;3063;2013-12-03 00:17:00;1
31101;2;3050;2013-12-14 22:13:00;3
31102;2;3050;2013-12-14 22:21:00;3
31108;2;2035;2013-12-15 00:04:00;1
31129;3;3038;2013-12-15 12:14:00;2
31130;2;2034;2013-12-15 13:28:00;3
31131;2;2034;2013-12-15 16:51:00;1
31138;2;4059;2013-12-16 15:03:00;1
31139;2;4059;2013-12-16 15:05:00;1
31140;2;4059;2013-12-16 15:07:00;1
31145;4;4061;2013-12-16 15:37:00;2
31146;2;4059;2013-12-16 16:13:00;1
31147;2;4059;2013-12-16 16:14:00;1
31148;2;4059;2013-12-16 16:15:00;1
31154;2;4059;2013-12-16 16:27:00;1
31155;2;3059;2013-12-16 16:29:00;3
31156;2;4059;2013-12-16 16:30:00;1
31157;2;4059;2013-12-16 16:31:00;1
31162;2;4059;2013-12-16 16:48:00;1
31163;2;4059;2013-12-16 16:50:00;1
31164;2;4059;2013-12-16 16:52:00;1
31165;2;4059;2013-12-16 16:54:00;1
31170;2;4059;2013-12-16 17:06:00;1
31171;2;2035;2013-12-16 19:26:00;2
31173;2;2035;2013-12-16 19:30:00;1
31181;2;2035;2013-12-16 19:52:00;1
31182;2;2035;2013-12-16 19:56:00;1
31183;2;2035;2013-12-16 19:58:00;1
31188;2;2035;2013-12-16 20:17:00;1
31189;2;2035;2013-12-16 20:24:00;1
31190;2;2035;2013-12-16 20:27:00;1
31191;2;2035;2013-12-16 20:30:00;1
31197;2;2035;2013-12-16 20:46:00;1
31198;2;2035;2013-12-16 20:48:00;1
31199;2;2035;2013-12-16 20:52:00;1
31208;2;3043;2013-12-17 11:04:00;2
31213;2;3035;2013-12-17 14:52:00;3
31215;2;3035;2013-12-17 16:04:00;3
31216;2;3035;2013-12-17 16:07:00;3
31221;2;4059;2013-12-17 21:10:00;3
31228;2;1004;2013-12-18 15:47:00;3
30056;2;1004;2013-12-10 19:12:00;3
31233;2;4059;2013-12-18 23:58:00;1
31234;2;3038;2013-12-19 06:31:00;3
31239;2;3038;2013-12-19 12:05:00;3
31240;2;3038;2013-12-19 12:08:00;3
31241;2;3038;2013-12-19 12:10:00;3
31242;2;3038;2013-12-19 12:12:00;1
29864;3;3061;2013-12-06 01:36:00;1
31253;2;4068;2013-12-20 12:40:00;2
31262;2;2032;2013-12-20 19:46:00;1
31266;2;3063;2013-12-20 21:47:00;1
31267;2;3063;2013-12-20 22:02:00;1
31268;2;3063;2013-12-20 22:16:00;2
31269;2;3063;2013-12-20 22:19:00;1
31274;2;3063;2013-12-21 01:48:00;1
31275;2;3063;2013-12-21 01:50:00;1
31283;2;3066;2013-12-21 16:48:00;1
31287;2;3066;2013-12-21 16:56:00;3
31305;1;4058;2013-12-21 19:16:00;1
31306;1;4058;2013-12-21 19:18:00;1
31307;1;4058;2013-12-21 19:19:00;1
31308;1;4058;2013-12-21 19:20:00;1
31313;1;4058;2013-12-21 19:53:00;1
31314;1;4058;2013-12-21 19:54:00;1
31321;2;1018;2013-12-21 20:11:00;2
31323;1;4058;2013-12-21 20:29:00;1
31324;2;2032;2013-12-21 21:06:00;1
31325;2;4058;2013-12-21 21:16:00;1
29993;2;4061;2013-12-08 04:21:00;1
31339;1;4058;2013-12-21 22:56:00;1
31340;1;4058;2013-12-21 22:57:00;1
31341;1;4058;2013-12-21 22:59:00;1
31346;1;4058;2013-12-21 23:13:00;1
31347;2;4058;2013-12-22 02:10:00;1
31348;2;4058;2013-12-22 02:13:00;1
31355;2;1016;2013-12-22 11:04:00;3
31357;2;3059;2013-12-22 13:21:00;1
31365;2;1008;2013-12-22 15:16:00;1
31383;2;4059;2013-12-22 19:49:00;1
31382;3;4061;2013-12-22 19:49:00;2
31390;2;4059;2013-12-23 12:25:00;1
31395;2;1008;2013-12-24 14:44:00;3
31396;2;3043;2013-12-24 14:45:00;2
31400;3;1024;2013-12-24 20:40:00;3
31401;3;1024;2013-12-24 20:42:00;3
31403;3;1024;2013-12-24 20:48:00;3
31411;2;3053;2013-12-25 16:20:00;1
31421;3;4059;2013-12-26 21:30:00;1
31422;3;4059;2013-12-26 22:21:00;1
31429;2;2035;2013-12-27 14:03:00;1
31435;2;2035;2013-12-27 15:40:00;1
31436;2;4061;2013-12-27 15:43:00;2
31444;3;4069;2013-12-27 20:35:00;3
31449;3;3054;2013-12-27 21:04:00;3
31451;2;3063;2013-12-27 21:41:00;1
31452;2;3063;2013-12-27 21:50:00;1
31457;2;3053;2013-12-28 08:38:00;1
31466;3;1008;2013-12-28 15:11:00;3
31506;2;1019;2013-12-28 22:22:00;2
31507;2;1019;2013-12-28 22:46:00;1
31512;2;1019;2013-12-29 00:28:00;1
31513;2;1019;2013-12-29 00:33:00;1
31503;2;1019;2013-12-28 22:06:00;1
31527;3;3043;2013-12-29 11:38:00;2
31528;3;3043;2013-12-29 11:42:00;2
31529;2;4058;2013-12-29 11:49:00;1
31535;2;3066;2013-12-29 12:53:00;1
31544;2;3035;2013-12-29 14:22:00;3
31545;2;3066;2013-12-29 14:29:00;1
31546;2;3066;2013-12-29 14:33:00;1
31547;2;3035;2013-12-29 14:38:00;3
31567;2;1019;2013-12-29 22:41:00;1
31568;2;1019;2013-12-29 22:45:00;1
31569;2;1019;2013-12-29 22:51:00;1
31574;3;4059;2013-12-30 07:48:00;3
31576;2;3053;2013-12-30 10:54:00;1
31577;2;3053;2013-12-30 11:01:00;1
31583;3;4059;2013-12-30 12:43:00;3
31584;3;4059;2013-12-30 12:44:00;3
31585;3;4059;2013-12-30 12:51:00;3
31586;3;2036;2013-12-30 14:29:00;2
31591;3;4073;2013-12-30 15:11:00;3
31592;3;2036;2013-12-30 15:48:00;2
31593;3;2036;2013-12-30 15:53:00;2
31599;3;2036;2013-12-30 17:10:00;2
31602;3;4073;2013-12-30 17:31:00;3
31603;3;4073;2013-12-30 17:34:00;3
31607;2;3063;2013-12-30 21:27:00;1
31609;2;3063;2013-12-30 21:34:00;1
31614;2;3063;2013-12-30 22:52:00;1
31615;2;3063;2013-12-30 22:55:00;1
31624;2;3063;2013-12-31 02:30:00;1
31630;2;3066;2013-12-31 09:06:00;1
31631;2;3066;2013-12-31 09:13:00;1
31632;3;2036;2013-12-31 10:00:00;2
31633;3;2036;2013-12-31 10:04:00;2
31648;3;3059;2013-12-31 17:41:00;3
31657;3;3043;2013-12-31 19:08:00;2
31658;3;3043;2013-12-31 19:11:00;2
31550;2;2035;2013-12-29 15:36:00;1
31659;2;2035;2013-12-31 19:22:00;1
31664;2;2035;2013-12-31 19:37:00;1
31665;2;2035;2013-12-31 19:42:00;1
31644;2;2035;2013-12-31 14:13:00;1
31671;2;3035;2013-12-31 20:41:00;3
31673;3;3043;2013-12-31 21:22:00;2
31674;2;3035;2013-12-31 21:24:00;3
31676;3;3043;2013-12-31 21:28:00;2
31688;2;2035;2013-12-31 23:26:00;1
31691;2;2035;2013-12-31 23:30:00;1
31720;3;1008;2014-01-02 08:50:00;3
31726;2;2035;2014-01-03 13:14:00;1
31727;2;2035;2014-01-03 13:17:00;1
31732;2;1019;2014-01-03 15:24:00;1
31733;2;1019;2014-01-03 15:28:00;1
31734;2;1019;2014-01-03 15:30:00;1
31735;3;3043;2014-01-03 16:07:00;2
31748;2;3063;2014-01-03 22:05:00;1
31749;2;3063;2014-01-03 22:15:00;1
31756;2;3063;2014-01-04 01:56:00;1
31761;2;3066;2014-01-04 15:04:00;1
31762;2;3066;2014-01-04 15:07:00;1
31764;3;1008;2014-01-04 15:46:00;3
31738;1;3038;2014-01-03 20:48:00;2
31781;2;2036;2014-01-05 16:26:00;2
31782;2;1019;2014-01-05 17:22:00;3
31783;2;1019;2014-01-05 17:26:00;2
31784;2;1019;2014-01-05 17:28:00;2
31797;3;4062;2014-01-05 22:51:00;2
31798;3;4062;2014-01-05 22:55:00;2
31805;2;2036;2014-01-06 09:56:00;3
31806;2;2036;2014-01-06 10:02:00;2
28558;3;3061;2013-11-28 20:08:00;1
28559;2;3061;2013-11-28 20:13:00;1
28566;2;3033;2013-11-29 06:33:00;3
28567;2;3033;2013-11-29 06:46:00;3
28573;2;3066;2013-11-29 07:30:00;2
28576;2;3033;2013-11-29 09:32:00;3
28581;2;3033;2013-11-29 10:57:00;3
28588;2;4058;2013-11-29 19:41:00;2
28592;2;1025;2013-11-29 23:15:00;3
28593;2;4058;2013-11-29 23:59:00;2
28594;2;4058;2013-11-30 00:36:00;2
28603;2;3053;2013-11-30 12:22:00;1
28628;2;3050;2013-11-30 22:35:00;2
29599;2;3043;2013-12-01 10:10:00;2
29600;1;3043;2013-12-01 11:27:00;2
29601;1;3043;2013-12-01 11:30:00;2
29607;2;1016;2013-12-01 16:56:00;1
29616;2;3061;2013-12-01 23:00:00;1
29624;2;1008;2013-12-01 23:32:00;2
29627;2;1008;2013-12-01 23:51:00;2
29632;2;1008;2013-12-02 00:08:00;2
29634;2;3061;2013-12-02 00:15:00;1
29641;2;3061;2013-12-02 00:40:00;1
29642;2;1008;2013-12-02 00:41:00;2
29643;2;3061;2013-12-02 00:43:00;1
29650;2;1008;2013-12-02 01:11:00;2
29657;2;3061;2013-12-02 01:47:00;1
29658;2;3061;2013-12-02 01:51:00;1
29659;2;3061;2013-12-02 01:55:00;1
29660;2;3061;2013-12-02 02:01:00;1
29665;2;4061;2013-12-02 10:43:00;2
29666;5;3043;2013-12-02 12:31:00;2
29667;2;2034;2013-12-02 14:17:00;2
29673;2;3063;2013-12-02 20:59:00;1
29674;2;3063;2013-12-02 21:35:00;1
29675;3;3063;2013-12-02 21:37:00;1
29676;2;3063;2013-12-02 21:39:00;1
29681;3;3063;2013-12-02 22:00:00;1
29682;2;3063;2013-12-02 22:06:00;1
29683;2;3063;2013-12-02 22:08:00;1
29684;2;3063;2013-12-02 22:10:00;1
29685;2;3063;2013-12-02 22:12:00;1
29690;2;3063;2013-12-02 22:21:00;1
29691;2;3063;2013-12-02 22:23:00;1
29693;2;3063;2013-12-02 22:28:00;1
29694;2;3063;2013-12-02 22:31:00;1
29700;3;3063;2013-12-02 22:51:00;1
29701;3;3063;2013-12-02 22:53:00;1
29702;3;3063;2013-12-02 22:55:00;1
29703;3;3063;2013-12-02 22:56:00;1
29709;3;3063;2013-12-02 23:07:00;1
29710;3;3063;2013-12-02 23:09:00;1
29711;3;3063;2013-12-02 23:11:00;1
29712;3;3063;2013-12-02 23:13:00;1
29718;3;3063;2013-12-02 23:26:00;1
29719;3;3063;2013-12-02 23:28:00;1
29720;3;3063;2013-12-02 23:30:00;1
29721;3;3063;2013-12-02 23:31:00;1
29726;3;3063;2013-12-02 23:43:00;1
29727;3;3063;2013-12-02 23:45:00;1
29728;3;3063;2013-12-02 23:47:00;1
29729;3;3063;2013-12-02 23:48:00;1
33830;2;4098;2014-02-08 23:40:00;1
33832;2;4098;2014-02-08 23:43:00;1
33833;2;4098;2014-02-08 23:46:00;1
33837;2;4098;2014-02-08 23:53:00;1
33838;2;3043;2014-02-08 23:53:00;3
33839;2;4098;2014-02-08 23:55:00;1
33840;2;3043;2014-02-08 23:56:00;3
33845;2;4098;2014-02-09 00:06:00;1
33848;2;4098;2014-02-09 00:21:00;1
33857;2;4098;2014-02-09 06:35:00;1
33865;2;2036;2014-02-09 12:18:00;2
33878;2;1025;2014-02-09 15:24:00;1
33879;2;1025;2014-02-09 15:26:00;1
33880;2;1025;2014-02-09 15:28:00;1
33885;2;1025;2014-02-09 15:50:00;1
33392;3;4073;2014-01-26 08:14:00;1
33894;2;4091;2014-02-09 21:03:00;3
33910;2;4068;2014-02-10 15:24:00;3
33912;2;4068;2014-02-10 15:27:00;3
33918;2;3061;2014-02-10 17:47:00;3
33919;2;4096;2014-02-10 17:48:00;1
33921;2;4096;2014-02-10 17:51:00;1
33920;2;3061;2014-02-10 17:50:00;2
34907;2;1008;2014-02-11 12:11:00;1
35907;2;4069;2014-02-12 10:34:00;1
35908;2;4064;2014-02-12 16:29:00;3
35916;2;4059;2014-02-12 20:33:00;3
35931;1;2036;2014-02-13 13:24:00;2
35939;2;2034;2014-02-13 14:55:00;2
35962;1;3033;2014-02-13 16:47:00;1
35971;2;4098;2014-02-13 21:58:00;1
35972;2;2032;2014-02-13 22:12:00;2
35984;2;2032;2014-02-14 03:23:00;3
35986;2;1016;2014-02-14 03:26:00;3
35987;2;1016;2014-02-14 03:29:00;3
35994;2;1019;2014-02-14 11:16:00;1
36002;2;4097;2014-02-14 17:34:00;2
36003;2;4116;2014-02-14 17:50:00;1
36004;2;4116;2014-02-14 17:52:00;1
36005;2;4068;2014-02-14 18:29:00;3
36010;2;3033;2014-02-14 20:46:00;1
36011;2;3033;2014-02-14 21:42:00;1
36018;2;3033;2014-02-14 22:38:00;1
36019;2;3063;2014-02-15 00:46:00;2
36021;2;3033;2014-02-15 01:37:00;1
36029;2;4087;2014-02-15 13:21:00;3
36030;2;4087;2014-02-15 13:25:00;3
36036;2;2032;2014-02-15 16:08:00;2
36045;2;4059;2014-02-15 21:01:00;1
36051;2;4087;2014-02-15 21:19:00;3
36060;2;1008;2014-02-15 22:30:00;3
36075;1;4086;2014-02-16 09:50:00;3
36082;1;4086;2014-02-16 09:58:00;3
36083;1;4086;2014-02-16 09:59:00;3
36096;1;4086;2014-02-16 10:16:00;3
36098;1;4086;2014-02-16 10:21:00;3
36111;2;4090;2014-02-16 14:52:00;3
36112;2;4090;2014-02-16 15:27:00;3
36113;2;4090;2014-02-16 15:35:00;3
36120;2;3061;2014-02-16 20:12:00;2
36121;2;3061;2014-02-16 20:20:00;2
36135;2;1008;2014-02-17 06:57:00;1
36142;2;4088;2014-02-17 16:41:00;3
36144;2;3033;2014-02-17 20:43:00;1
35927;3;1019;2014-02-13 08:39:00;2
36151;2;1008;2014-02-18 15:59:00;1
36155;2;2036;2014-02-19 11:02:00;2
36162;2;4088;2014-02-19 17:02:00;3
36167;2;4116;2014-02-19 18:29:00;1
36168;2;2035;2014-02-19 19:52:00;2
36169;2;3041;2014-02-19 21:22:00;1
36174;2;3041;2014-02-19 22:09:00;1
36175;2;3041;2014-02-19 22:26:00;1
36176;2;3061;2014-02-19 23:18:00;2
36184;2;1008;2014-02-20 16:08:00;1
36195;2;3041;2014-02-21 02:46:00;1
36196;2;3033;2014-02-21 14:24:00;1
36204;2;1008;2014-02-21 15:15:00;2
33479;2;4058;2014-01-28 19:48:00;3
36206;2;4089;2014-02-21 17:42:00;3
36209;2;2035;2014-02-21 20:12:00;2
36215;2;2034;2014-02-21 23:22:00;1
36152;2;4091;2014-02-18 20:52:00;3
36224;2;3033;2014-02-22 01:18:00;3
36232;2;4091;2014-02-22 02:34:00;3
36235;2;4086;2014-02-22 10:50:00;3
36236;2;4086;2014-02-22 10:55:00;3
36238;2;1017;2014-02-22 12:57:00;2
36257;2;1017;2014-02-22 16:10:00;2
36261;2;2035;2014-02-22 19:17:00;2
36262;2;2035;2014-02-22 21:01:00;2
36267;2;3033;2014-02-22 21:55:00;1
36268;2;2036;2014-02-22 21:55:00;1
36269;2;3033;2014-02-22 21:57:00;1
36270;2;3033;2014-02-22 22:01:00;1
36274;2;4117;2014-02-22 22:23:00;3
36277;2;3033;2014-02-22 22:34:00;1
36281;2;4117;2014-02-22 23:47:00;3
36282;2;2035;2014-02-23 00:30:00;2
36283;2;4117;2014-02-23 01:06:00;3
36285;2;2036;2014-02-23 01:26:00;2
36288;2;2036;2014-02-23 01:39:00;2
36293;2;4087;2014-02-23 11:16:00;2
36294;2;4087;2014-02-23 11:19:00;2
33718;2;4086;2014-02-06 11:57:00;3
36295;2;4086;2014-02-23 12:21:00;3
36301;2;3063;2014-02-23 15:19:00;2
36302;2;3063;2014-02-23 15:43:00;2
36303;2;3063;2014-02-23 15:46:00;2
36307;2;3063;2014-02-23 17:24:00;2
36316;2;4059;2014-02-23 19:57:00;5
36318;2;4091;2014-02-23 21:51:00;3
36323;2;4116;2014-02-23 22:44:00;1
36324;2;4116;2014-02-23 22:48:00;1
36332;2;4116;2014-02-24 06:09:00;1
36333;2;4116;2014-02-24 06:16:00;1
36334;2;4116;2014-02-24 06:25:00;1
36338;2;1008;2014-02-24 13:14:00;1
36347;2;1023;2014-02-24 18:06:00;5
36348;2;4059;2014-02-24 18:15:00;1
36349;3;1023;2014-02-24 18:21:00;5
36355;2;2036;2014-02-24 23:37:00;2
36356;2;2036;2014-02-24 23:47:00;2
