visit_id;client_id;place_id;start_utc;finish_utc
579825;123542;3;2018-06-01 13:39:00;2018-06-01 14:36:00
579826;140172;3;2018-06-01 13:39:00;2018-06-01 14:34:00
579827;121882;3;2018-06-01 13:48:00;2018-06-01 15:34:00
579828;153737;3;2018-06-01 13:53:00;2018-06-01 15:37:00
579829;148472;1;2018-06-01 13:59:00;2018-06-01 16:19:00
579830;111955;1;2018-06-01 13:59:00;2018-06-01 16:20:00
579831;121864;3;2018-06-01 14:12:00;2018-06-01 19:02:00
579832;153179;3;2018-06-01 14:27:00;2018-06-01 14:51:00
579833;153177;3;2018-06-01 14:27:00;2018-06-01 14:52:00
579834;153181;3;2018-06-01 14:27:00;2018-06-01 14:52:00
579835;145766;1;2018-06-01 14:51:00;2018-06-01 16:55:00
579836;119555;1;2018-06-01 14:51:00;2018-06-01 16:53:00
579837;153360;1;2018-06-01 14:51:00;2018-06-01 14:51:00
579838;149340;3;2018-06-01 14:52:00;2018-06-01 18:51:00
579839;153738;1;2018-06-01 15:05:00;2018-06-01 16:51:00
579840;153739;1;2018-06-01 15:09:00;2018-06-01 16:52:00
579841;17718;3;2018-06-01 15:09:00;2018-06-01 17:38:00
579842;123185;1;2018-06-01 15:11:00;2018-06-01 15:35:00
579843;143313;3;2018-06-01 15:15:00;2018-06-02 06:32:00
579844;72728;3;2018-06-01 15:21:00;2018-06-01 17:37:00
579845;133893;3;2018-06-01 15:31:00;2018-06-01 21:04:00
579846;123542;3;2018-06-01 15:31:00;2018-06-01 21:04:00
579847;140172;3;2018-06-01 15:31:00;2018-06-01 21:00:00
579848;123404;3;2018-06-01 15:31:00;2018-06-01 18:55:00
579849;153179;3;2018-06-01 15:33:00;2018-06-01 18:50:00
579850;153181;3;2018-06-01 15:33:00;2018-06-01 18:52:00
579851;153177;3;2018-06-01 15:33:00;2018-06-01 18:52:00
579852;117337;1;2018-06-01 15:36:00;2018-06-01 16:27:00
579853;150784;3;2018-06-01 15:51:00;2018-06-01 18:52:00
579854;142800;3;2018-06-01 15:56:00;2018-06-01 18:50:00
579855;133508;1;2018-06-01 16:17:00;2018-06-01 18:58:00
579856;142120;3;2018-06-01 16:26:00;2018-06-01 21:03:00
579857;140480;1;2018-06-01 16:31:00;2018-06-01 17:33:00
579858;134080;1;2018-06-01 16:40:00;2018-06-01 20:35:00
579859;153377;1;2018-06-01 16:41:00;2018-06-01 20:37:00
579860;133903;3;2018-06-01 16:55:00;2018-06-01 20:13:00
579861;137728;3;2018-06-01 16:55:00;2018-06-01 20:12:00
579862;109763;1;2018-06-01 16:58:00;2018-06-01 18:24:00
579863;109764;1;2018-06-01 16:59:00;2018-06-01 18:24:00
579864;51605;3;2018-06-01 17:07:00;2018-06-01 19:46:00
579865;153740;1;2018-06-01 17:08:00;2018-06-01 18:24:00
579866;81116;3;2018-06-01 17:10:00;2018-06-01 19:49:00
579867;124734;3;2018-06-01 17:12:00;2018-06-01 20:13:00
579868;142124;3;2018-06-01 17:16:00;2018-06-01 20:12:00
579869;125317;1;2018-06-01 17:22:00;2018-06-01 19:25:00
579870;153680;3;2018-06-01 17:25:00;2018-06-01 20:31:00
579871;127376;3;2018-06-01 17:25:00;2018-06-01 20:29:00
579872;144984;3;2018-06-01 17:27:00;2018-06-02 04:01:00
579873;133892;3;2018-06-01 17:27:00;2018-06-01 20:18:00
579874;142095;3;2018-06-01 17:28:00;2018-06-02 04:02:00
579875;142179;3;2018-06-01 17:28:00;2018-06-01 22:21:00
579876;146020;1;2018-06-01 17:34:00;2018-06-01 19:24:00
579877;146021;1;2018-06-01 17:51:00;2018-06-01 19:25:00
579878;57340;3;2018-06-01 18:15:00;2018-06-01 18:15:00
579879;74878;1;2018-06-01 18:21:00;2018-06-01 19:51:00
579880;147694;1;2018-06-01 18:28:00;2018-06-01 20:35:00
579881;153354;1;2018-06-01 18:28:00;2018-06-01 21:02:00
579882;113122;1;2018-06-01 18:29:00;2018-06-01 19:26:00
579883;69151;3;2018-06-01 18:47:00;2018-06-02 07:17:00
579884;73542;1;2018-06-01 18:48:00;2018-06-01 21:03:00
579885;153386;1;2018-06-01 18:48:00;2018-06-01 21:02:00
579886;140480;1;2018-06-01 18:54:00;2018-06-01 18:59:00
579887;153724;3;2018-06-01 19:20:00;2018-06-01 19:21:00
579888;140480;1;2018-06-01 19:30:00;2018-06-02 05:15:00
579889;134029;1;2018-06-01 19:32:00;2018-06-01 19:38:00
579890;153356;1;2018-06-01 19:32:00;2018-06-01 19:38:00
579891;147700;1;2018-06-01 19:32:00;2018-06-01 19:38:00
579892;153741;1;2018-06-01 19:44:00;2018-06-02 08:51:00
579893;133728;3;2018-06-01 19:46:00;2018-06-01 21:15:00
579894;31453;3;2018-06-01 19:50:00;2018-06-01 20:19:00
579895;153366;1;2018-06-01 19:56:00;2018-06-01 21:49:00
579896;137733;3;2018-06-01 19:56:00;2018-06-01 22:27:00
579897;153380;1;2018-06-01 19:56:00;2018-06-01 21:50:00
579898;153742;1;2018-06-01 20:05:00;2018-06-02 08:45:00
579899;149166;1;2018-06-01 20:13:00;2018-06-02 04:34:00
579900;153372;1;2018-06-01 20:24:00;2018-06-01 22:13:00
579901;150698;1;2018-06-01 20:26:00;2018-06-02 04:34:00
579902;153744;1;2018-06-01 20:32:00;2018-06-02 08:49:00
579903;77786;3;2018-06-01 20:38:00;2018-06-02 06:04:00
579904;134423;3;2018-06-01 20:52:00;2018-06-02 07:23:00
579905;153379;1;2018-06-01 21:01:00;2018-06-01 21:03:00
579906;87735;1;2018-06-01 21:02:00;2018-06-02 05:32:00
579907;67073;1;2018-06-01 21:09:00;2018-06-02 00:05:00
579908;111928;1;2018-06-01 21:11:00;2018-06-02 01:18:00
579909;137528;1;2018-06-01 21:24:00;2018-06-01 23:15:00
579910;147689;1;2018-06-01 21:24:00;2018-06-01 21:25:00
579911;153393;3;2018-06-01 21:30:00;2018-06-02 07:14:00
579912;127171;3;2018-06-01 21:35:00;2018-06-02 08:01:00
579913;87844;1;2018-06-01 21:47:00;2018-06-02 01:39:00
579914;153509;3;2018-06-01 21:56:00;2018-06-02 07:46:00
579915;116395;3;2018-06-01 21:57:00;2018-06-02 07:45:00
579916;153748;3;2018-06-01 22:04:00;2018-06-02 06:04:00
579917;150513;3;2018-06-01 22:07:00;2018-06-02 08:57:00
579918;148068;3;2018-06-01 22:08:00;2018-06-02 08:58:00
579919;153749;3;2018-06-01 22:17:00;2018-06-02 07:14:00
579920;153750;1;2018-06-01 22:31:00;2018-06-02 03:47:00
579921;153751;1;2018-06-01 22:34:00;2018-06-02 08:52:00
579922;142403;1;2018-06-01 22:36:00;2018-06-02 08:54:00
579923;153752;1;2018-06-01 22:43:00;2018-06-02 01:37:00
579924;153753;1;2018-06-01 22:45:00;2018-06-02 01:37:00
579925;153754;1;2018-06-01 22:50:00;2018-06-02 08:54:00
579926;142800;3;2018-06-01 23:10:00;2018-06-02 06:31:00
579927;146606;3;2018-06-01 23:26:00;2018-06-02 00:30:00
579928;153755;3;2018-06-01 23:35:00;2018-06-02 00:29:00
579929;153756;1;2018-06-01 23:38:00;2018-06-02 03:49:00
579930;66138;1;2018-06-02 00:02:00;2018-06-02 01:17:00
579931;68827;3;2018-06-02 00:11:00;2018-06-01 22:27:00
579932;58225;3;2018-06-02 00:12:00;2018-06-01 22:27:00
579933;86015;3;2018-06-02 00:15:00;2018-06-01 22:27:00
579934;85973;3;2018-06-02 00:16:00;2018-06-01 22:27:00
579935;142121;3;2018-06-02 00:22:00;2018-06-01 22:27:00
579936;133896;3;2018-06-02 00:23:00;2018-06-01 22:27:00
579937;105224;1;2018-06-02 01:03:00;2018-06-02 04:58:00
579938;153374;1;2018-06-02 01:04:00;2018-06-02 04:57:00
579939;153761;1;2018-06-02 01:22:00;2018-06-02 01:22:00
579940;74837;3;2018-06-02 01:55:00;2018-06-02 03:12:00
579941;74838;3;2018-06-02 01:57:00;2018-06-02 03:12:00
579942;133022;1;2018-06-02 04:06:00;2018-06-02 06:30:00
579943;133021;1;2018-06-02 04:22:00;2018-06-02 06:30:00
579944;91341;1;2018-06-02 04:42:00;2018-06-02 05:12:00
579945;113122;1;2018-06-02 05:00:00;2018-06-02 13:02:00
579946;150922;3;2018-06-02 05:20:00;2018-06-02 13:03:00
579947;137733;3;2018-06-02 05:21:00;2018-06-02 08:01:00
579948;133893;3;2018-06-02 05:21:00;2018-06-02 08:01:00
579949;134423;1;2018-06-02 08:16:00;2018-06-02 12:58:00
579950;153763;1;2018-06-02 09:40:00;2018-06-02 12:41:00
579951;133903;3;2018-06-02 09:43:00;2018-06-02 14:10:00
579952;153764;1;2018-06-02 09:43:00;2018-06-02 12:42:00
579953;137728;3;2018-06-02 09:43:00;2018-06-02 14:10:00
579954;142120;3;2018-06-02 09:44:00;2018-06-02 14:10:00
579955;124734;3;2018-06-02 09:45:00;2018-06-02 13:23:00
579956;153765;1;2018-06-02 09:47:00;2018-06-02 12:42:00
579957;150632;1;2018-06-02 10:13:00;2018-06-02 13:00:00
579958;150843;1;2018-06-02 10:17:00;2018-06-02 12:59:00
579959;133292;1;2018-06-02 10:20:00;2018-06-02 11:54:00
579960;140849;1;2018-06-02 11:11:00;2018-06-02 11:55:00
579961;147567;3;2018-06-02 11:37:00;2018-06-02 15:31:00
579962;95763;3;2018-06-02 11:54:00;2018-06-02 16:48:00
579963;143383;1;2018-06-02 11:55:00;2018-06-02 20:03:00
579964;134413;3;2018-06-02 12:03:00;2018-06-02 20:20:00
579965;125317;1;2018-06-02 12:08:00;2018-06-03 17:32:00
579966;143285;3;2018-06-02 12:17:00;2018-06-02 16:51:00
579967;103427;3;2018-06-02 12:18:00;2018-06-02 14:18:00
579968;139047;1;2018-06-02 12:54:00;2018-06-02 17:56:00
579969;151120;1;2018-06-02 12:54:00;2018-06-02 17:56:00
579970;63718;1;2018-06-02 13:03:00;2018-06-02 14:12:00
579971;87735;1;2018-06-02 13:16:00;2018-06-02 20:20:00
579972;140172;3;2018-06-02 13:21:00;2018-06-02 15:11:00
579973;123542;3;2018-06-02 13:21:00;2018-06-02 15:11:00
579974;132375;3;2018-06-02 13:38:00;2018-06-02 15:31:00
579975;153380;1;2018-06-02 13:46:00;2018-06-02 15:41:00
579976;66285;1;2018-06-02 13:46:00;2018-06-02 15:41:00
579977;133892;3;2018-06-02 13:48:00;2018-06-02 13:57:00
579978;133893;3;2018-06-02 13:48:00;2018-06-02 13:57:00
579979;153766;3;2018-06-02 14:16:00;2018-06-02 17:45:00
579980;124659;3;2018-06-02 14:26:00;2018-06-02 17:02:00
579981;128079;3;2018-06-02 14:26:00;2018-06-02 17:02:00
579982;124661;3;2018-06-02 14:26:00;2018-06-02 17:03:00
579983;124658;3;2018-06-02 14:27:00;2018-06-02 17:03:00
579984;153767;3;2018-06-02 14:28:00;2018-06-02 17:45:00
579985;133903;3;2018-06-02 14:36:00;2018-06-02 16:46:00
579986;153127;3;2018-06-02 14:37:00;2018-06-02 16:45:00
579987;137728;3;2018-06-02 14:37:00;2018-06-02 16:46:00
579988;153768;3;2018-06-02 14:44:00;2018-06-02 17:54:00
579989;147337;1;2018-06-02 14:57:00;2018-06-02 16:58:00
579990;142120;3;2018-06-02 15:01:00;2018-06-02 17:44:00
579991;142124;3;2018-06-02 15:01:00;2018-06-02 17:44:00
579992;62405;3;2018-06-02 15:07:00;2018-06-02 16:17:00
579993;146021;1;2018-06-02 15:18:00;2018-06-02 16:31:00
579994;153769;1;2018-06-02 15:24:00;2018-06-02 16:31:00
579995;131620;1;2018-06-02 15:37:00;2018-06-02 18:04:00
579996;131783;1;2018-06-02 15:37:00;2018-06-02 18:00:00
579997;153770;1;2018-06-02 15:48:00;2018-06-02 18:00:00
579998;153771;1;2018-06-02 15:54:00;2018-06-02 18:00:00
579999;105855;1;2018-06-02 15:59:00;2018-06-02 16:52:00
580000;103863;1;2018-06-02 15:59:00;2018-06-02 16:52:00
580001;153380;1;2018-06-02 16:10:00;2018-06-02 19:15:00
580002;153374;1;2018-06-02 16:10:00;2018-06-02 19:21:00
580003;147689;1;2018-06-02 16:10:00;2018-06-02 19:21:00
580004;153356;1;2018-06-02 16:16:00;2018-06-02 19:21:00
580005;137528;1;2018-06-02 16:18:00;2018-06-02 19:16:00
580006;153772;3;2018-06-02 16:22:00;2018-06-02 17:08:00
580007;89311;3;2018-06-02 16:24:00;2018-06-02 16:48:00
580008;93155;3;2018-06-02 16:24:00;2018-06-02 16:48:00
580009;153366;1;2018-06-02 16:26:00;2018-06-02 19:21:00
580010;153372;1;2018-06-02 16:26:00;2018-06-02 19:16:00
580011;153724;3;2018-06-02 16:29:00;2018-06-03 02:41:00
580012;153382;1;2018-06-02 16:42:00;2018-06-02 19:21:00
580013;153370;1;2018-06-02 16:44:00;2018-06-02 19:20:00
580014;118281;1;2018-06-02 16:55:00;2018-06-02 19:21:00
580015;124024;1;2018-06-02 16:57:00;2018-06-02 19:15:00
580016;146058;1;2018-06-02 16:57:00;2018-06-02 19:16:00
580017;147337;1;2018-06-02 17:19:00;2018-06-02 18:24:00
580018;153381;1;2018-06-02 17:19:00;2018-06-02 18:24:00
580019;146040;1;2018-06-02 17:19:00;2018-06-02 18:24:00
580020;153775;3;2018-06-02 17:25:00;2018-06-02 17:08:00
580021;153179;3;2018-06-02 17:47:00;2018-06-02 20:40:00
580022;153178;3;2018-06-02 17:47:00;2018-06-02 20:40:00
580023;153181;3;2018-06-02 17:47:00;2018-06-02 20:37:00
580024;153177;3;2018-06-02 17:50:00;2018-06-02 20:37:00
580025;147703;1;2018-06-02 18:15:00;2018-06-02 21:16:00
580026;146038;1;2018-06-02 18:15:00;2018-06-02 21:18:00
580027;147341;1;2018-06-02 18:15:00;2018-06-02 21:19:00
580028;112988;1;2018-06-02 18:26:00;2018-06-03 08:36:00
580029;146040;1;2018-06-02 18:28:00;2018-06-02 20:35:00
580030;153725;3;2018-06-02 18:38:00;2018-06-03 02:42:00
580031;146020;1;2018-06-02 18:38:00;2018-06-02 19:15:00
580032;146021;1;2018-06-02 18:40:00;2018-06-02 19:15:00
580033;113968;1;2018-06-02 18:58:00;2018-06-03 06:15:00
580034;149450;3;2018-06-02 19:09:00;2018-06-03 09:03:00
580035;137728;3;2018-06-02 19:19:00;2018-06-02 20:11:00
580036;133903;3;2018-06-02 19:20:00;2018-06-02 20:11:00
580037;142120;3;2018-06-02 19:20:00;2018-06-02 20:11:00
580038;142124;3;2018-06-02 19:20:00;2018-06-02 20:11:00
580039;124734;3;2018-06-02 19:20:00;2018-06-02 20:11:00
580040;148069;3;2018-06-02 19:25:00;2018-06-02 22:39:00
580041;137733;3;2018-06-02 19:25:00;2018-06-02 22:39:00
580042;140172;3;2018-06-02 19:25:00;2018-06-02 22:39:00
580043;123542;3;2018-06-02 19:25:00;2018-06-02 20:32:00
580044;139993;1;2018-06-02 19:28:00;2018-06-02 21:24:00
580045;151610;1;2018-06-02 19:29:00;2018-06-02 21:24:00
580046;124612;1;2018-06-02 19:30:00;2018-06-02 21:24:00
580047;147925;1;2018-06-02 19:30:00;2018-06-02 21:24:00
580048;133908;3;2018-06-02 19:34:00;2018-06-02 22:37:00
580049;146715;3;2018-06-02 19:40:00;2018-06-02 22:34:00
580050;133904;3;2018-06-02 19:40:00;2018-06-02 20:19:00
580051;124739;3;2018-06-02 19:40:00;2018-06-02 22:36:00
580052;133728;3;2018-06-02 19:44:00;2018-06-03 05:04:00
580053;25735;1;2018-06-02 19:52:00;2018-06-03 04:45:00
580054;143631;3;2018-06-02 20:08:00;2018-06-02 20:19:00
580055;43684;1;2018-06-02 20:18:00;2018-06-03 06:14:00
580056;150887;1;2018-06-02 20:18:00;2018-06-03 12:29:00
580057;153186;1;2018-06-02 20:19:00;2018-06-03 04:55:00
580058;120821;1;2018-06-02 20:19:00;2018-06-03 04:36:00
580059;150566;1;2018-06-02 20:19:00;2018-06-03 04:50:00
580060;102822;1;2018-06-02 20:19:00;2018-06-03 05:57:00
580061;133904;3;2018-06-02 20:22:00;2018-06-02 22:34:00
580062;134425;1;2018-06-02 20:38:00;2018-06-03 04:49:00
580063;134423;1;2018-06-02 20:38:00;2018-06-03 04:49:00
580064;131478;3;2018-06-02 20:43:00;2018-06-03 03:01:00
580065;143431;3;2018-06-02 20:58:00;2018-06-03 01:43:00
580066;143433;3;2018-06-02 20:58:00;2018-06-03 01:43:00
580067;122201;1;2018-06-02 21:04:00;2018-06-03 04:50:00
580068;105469;1;2018-06-02 21:19:00;2018-06-03 06:42:00
580069;146040;1;2018-06-02 21:50:00;2018-06-03 01:15:00
580070;153366;1;2018-06-02 21:51:00;2018-06-03 01:14:00
580071;153356;1;2018-06-02 21:51:00;2018-06-03 01:14:00
580072;153380;1;2018-06-02 21:51:00;2018-06-03 01:14:00
580073;17568;1;2018-06-02 21:56:00;2018-06-03 02:36:00
580074;117565;1;2018-06-02 22:00:00;2018-06-02 22:02:00
580075;140495;1;2018-06-02 22:02:00;2018-06-03 01:57:00
580076;63677;1;2018-06-02 22:11:00;2018-06-03 02:36:00
580077;153777;1;2018-06-02 22:16:00;2018-06-03 07:20:00
580078;153778;1;2018-06-02 22:31:00;2018-06-03 07:20:00
580079;153779;1;2018-06-02 22:35:00;2018-06-03 01:56:00
580080;140895;1;2018-06-02 22:42:00;2018-06-03 03:44:00
580081;153517;1;2018-06-02 22:50:00;2018-06-03 09:01:00
580082;140894;1;2018-06-02 22:51:00;2018-06-03 03:43:00
580083;124635;1;2018-06-02 22:56:00;2018-06-03 08:45:00
580084;148069;3;2018-06-02 23:11:00;2018-06-03 00:57:00
580085;140172;3;2018-06-02 23:12:00;2018-06-03 00:57:00
580086;137733;3;2018-06-03 00:20:00;2018-06-03 00:20:00
580087;133908;3;2018-06-03 00:20:00;2018-06-03 02:15:00
580088;124739;3;2018-06-03 00:21:00;2018-06-03 02:15:00
580089;36214;1;2018-06-03 04:31:00;2018-06-03 04:33:00
580090;36214;1;2018-06-03 04:34:00;2018-06-03 04:35:00
580091;69151;3;2018-06-03 05:06:00;2018-06-03 20:39:00
580092;87735;1;2018-06-03 05:14:00;2018-06-03 13:10:00
580093;142120;3;2018-06-03 06:02:00;2018-06-02 17:51:00
580094;25585;1;2018-06-03 06:51:00;2018-06-03 09:13:00
580095;57245;1;2018-06-03 06:51:00;2018-06-03 09:13:00
580096;24327;1;2018-06-03 07:18:00;2018-06-03 09:12:00
580097;62405;3;2018-06-03 08:47:00;2018-06-03 10:27:00
580098;105855;1;2018-06-03 09:04:00;2018-06-03 09:41:00
580099;93345;3;2018-06-03 09:46:00;2018-06-03 12:42:00
580100;153374;1;2018-06-03 09:47:00;2018-06-03 10:12:00
580101;95763;3;2018-06-03 10:15:00;2018-06-03 11:39:00
580102;143383;1;2018-06-03 11:53:00;2018-06-03 19:10:00
580103;113122;1;2018-06-03 12:12:00;2018-06-03 20:30:00
580104;149026;3;2018-06-03 12:13:00;2018-06-03 15:28:00
580105;123866;3;2018-06-03 12:13:00;2018-06-03 15:28:00
580106;153380;1;2018-06-03 12:23:00;2018-06-03 12:58:00
580107;59429;3;2018-06-03 12:32:00;2018-06-03 12:42:00
580108;65038;3;2018-06-03 12:32:00;2018-06-03 12:41:00
580109;142120;3;2018-06-03 12:48:00;2018-06-03 13:40:00
580500;62405;3;2018-06-06 12:10:00;2018-06-06 12:59:00
580501;149450;3;2018-06-06 12:13:00;2018-06-06 15:00:00
580502;153640;3;2018-06-06 12:16:00;2018-06-06 14:31:00
580503;153641;3;2018-06-06 12:16:00;2018-06-06 14:31:00
580504;147925;3;2018-06-06 12:17:00;2018-06-06 14:40:00
580505;151874;3;2018-06-06 12:30:00;2018-06-06 14:07:00
580506;146939;1;2018-06-06 12:41:00;2018-06-06 12:43:00
580507;143383;1;2018-06-06 12:43:00;2018-06-06 19:58:00
580508;69151;3;2018-06-06 12:44:00;2018-06-06 20:47:00
580509;113212;3;2018-06-06 12:45:00;2018-06-06 13:15:00
580510;152945;1;2018-06-06 12:51:00;2018-06-06 20:05:00
580511;105310;1;2018-06-06 12:51:00;2018-06-06 16:00:00
580512;143285;1;2018-06-06 12:54:00;2018-06-06 17:04:00
580513;127208;3;2018-06-06 13:02:00;2018-06-06 15:37:00
580514;54610;3;2018-06-06 13:15:00;2018-06-06 16:25:00
580515;133908;3;2018-06-06 13:19:00;2018-06-06 15:00:00
580516;124739;3;2018-06-06 13:20:00;2018-06-06 15:00:00
580517;140172;3;2018-06-06 13:20:00;2018-06-06 15:00:00
580518;133249;1;2018-06-06 13:40:00;2018-06-06 17:00:00
580519;133246;1;2018-06-06 13:40:00;2018-06-06 17:01:00
580520;131478;3;2018-06-06 13:44:00;2018-06-06 13:49:00
580521;126890;1;2018-06-06 13:54:00;2018-06-06 16:18:00
580522;131054;1;2018-06-06 13:54:00;2018-06-06 16:18:00
580523;103427;1;2018-06-06 14:01:00;2018-06-06 16:56:00
580524;54284;1;2018-06-06 14:02:00;2018-06-06 15:06:00
580525;1008;1;2018-06-06 14:04:00;2018-06-06 15:05:00
580526;133904;3;2018-06-06 14:08:00;2018-06-06 14:41:00
580527;146715;3;2018-06-06 14:08:00;2018-06-06 14:41:00
580528;122630;3;2018-06-06 14:25:00;2018-06-06 16:15:00
580529;107230;3;2018-06-06 14:25:00;2018-06-06 16:10:00
580530;33461;3;2018-06-06 14:25:00;2018-06-06 16:12:00
580531;70627;3;2018-06-06 14:25:00;2018-06-06 16:12:00
580532;103145;3;2018-06-06 14:26:00;2018-06-06 16:12:00
580533;36214;1;2018-06-06 14:31:00;2018-06-06 18:32:00
580534;120821;1;2018-06-06 14:33:00;2018-06-06 18:33:00
580535;153793;1;2018-06-06 14:45:00;2018-06-06 18:42:00
580536;147925;1;2018-06-06 14:56:00;2018-06-06 19:26:00
580537;66285;1;2018-06-06 15:00:00;2018-06-06 16:11:00
580538;153858;1;2018-06-06 15:04:00;2018-06-06 16:11:00
580539;146715;3;2018-06-06 15:10:00;2018-06-06 17:00:00
580540;133904;3;2018-06-06 15:10:00;2018-06-06 17:00:00
580541;137746;3;2018-06-06 15:10:00;2018-06-06 17:00:00
580542;153353;1;2018-06-06 15:12:00;2018-06-06 18:35:00
580543;153372;1;2018-06-06 15:12:00;2018-06-06 18:35:00
580544;137625;3;2018-06-06 15:12:00;2018-06-06 17:29:00
580545;153366;1;2018-06-06 15:12:00;2018-06-06 18:35:00
580546;140491;1;2018-06-06 15:13:00;2018-06-06 18:35:00
580547;153377;1;2018-06-06 15:15:00;2018-06-06 16:18:00
580548;151442;1;2018-06-06 15:16:00;2018-06-06 16:18:00
580549;153784;1;2018-06-06 15:30:00;2018-06-06 15:30:00
580550;123091;1;2018-06-06 15:37:00;2018-06-06 16:23:00
580551;117337;1;2018-06-06 15:39:00;2018-06-06 17:49:00
580552;123185;1;2018-06-06 15:44:00;2018-06-06 19:35:00
580553;398;3;2018-06-06 15:53:00;2018-06-06 17:02:00
580554;37441;1;2018-06-06 15:54:00;2018-06-06 18:56:00
580555;485;3;2018-06-06 15:56:00;2018-06-06 17:02:00
580556;61620;1;2018-06-06 15:58:00;2018-06-06 17:05:00
580557;61622;1;2018-06-06 15:59:00;2018-06-06 17:05:00
580558;121864;3;2018-06-06 15:59:00;2018-06-07 05:20:00
580559;145098;1;2018-06-06 16:02:00;2018-06-06 17:50:00
580560;149458;1;2018-06-06 16:05:00;2018-06-06 16:28:00
580561;25735;1;2018-06-06 16:07:00;2018-06-06 18:50:00
580562;50230;1;2018-06-06 16:09:00;2018-06-06 20:07:00
580563;153859;1;2018-06-06 16:15:00;2018-06-06 18:11:00
580564;142381;1;2018-06-06 16:16:00;2018-06-06 17:50:00
580565;134423;1;2018-06-06 16:26:00;2018-06-06 20:04:00
580566;153860;1;2018-06-06 16:32:00;2018-06-06 18:11:00
580567;87735;1;2018-06-06 16:41:00;2018-06-06 16:41:00
580568;133508;1;2018-06-06 16:51:00;2018-06-06 17:51:00
580569;153369;1;2018-06-06 17:27:00;2018-06-06 18:34:00
